Rank,Name,Team,Position,Week,Opponent,ReceivingTargets,ProjRecCount,ReceptionPercentage,ProjRecYd,ProjRecTD,ReceivingLong,ReceivingYardsPerTarget,ReceivingYardsPerReception,ProjRushAtt,ProjRushYd,RushingYardsPerAttempt,ProjRushTD,Fumbles,FumblesLost,FantasyPointsPerGame,DiffPPR1
731,A.J. Green,ARI,WR,10,CAR,5.5,4.0,66.7,51.5,0.3,0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,-6.55
2184,A.J. Green,ARI,WR,10,LAR,1.2,0.8,100.0,8.8,0.0,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,6.12
155,A.J. Green,CIN,WR,11,CLE,11.0,6.0,54.5,117.0,0.0,52,10.6,19.5,0.0,0.0,0.0,0.0,0.0,0.0,11.7,-11.0
207,A.J. Green,CIN,WR,11,NO,7.0,5.0,71.4,79.0,1.0,0,11.3,15.8,0.0,0.0,0.0,0.0,0.0,0.0,13.9,4.799999999999999
130,A.J. Green,CIN,WR,11,ARI,9.0,6.0,66.7,78.0,1.0,0,8.7,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8,-5.9
12,A.J. Green,CIN,WR,11,BUF,10.29,7.2,70.0,100.9,0.7,0,10.1,14.4,0.0,0.0,0.0,0.0,0.1,0.1,14.1,-14.09
152,A.J. Green,CIN,WR,11,DEN,6.43,4.5,66.7,65.6,0.5,0,11.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,9.6,1.4399999999999995
934,A.J. Green,CIN,WR,11,WAS,5.14,3.6,80.0,42.3,0.3,0,8.4,10.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.069999999999999
748,A.J. Green,ARI,WR,11,SEA,6.0,3.9,66.7,50.5,0.3,0,8.3,12.5,0.0,0.0,0.0,0.0,0.0,0.0,6.8,0.9500000000000002
1926,A.J. Green,ARI,WR,11,SF,1.6,1.1,50.0,11.8,0.1,0,6.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.2199999999999998
119,A.J. Green,CIN,WR,12,HOU,9.0,6.0,66.7,89.0,1.0,0,9.9,14.8,0.0,0.0,0.0,0.0,0.0,0.0,14.9,-2.8000000000000007
118,A.J. Green,CIN,WR,12,LAR,9.0,6.0,66.7,79.0,1.0,0,8.8,13.2,0.0,0.0,0.0,0.0,0.0,0.0,13.9,4.200000000000001
66,A.J. Green,CIN,WR,12,CLE,7.15,5.0,71.4,72.2,0.6,0,10.3,14.4,0.0,0.0,0.0,0.0,0.0,0.0,10.8,-4.220000000000001
1067,A.J. Green,CIN,WR,12,NYG,4.86,3.4,60.0,42.2,0.2,0,8.4,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,-5.42
1217,A.J. Green,ARI,WR,12,LAC,4.4,2.6,75.0,31.3,0.2,0,7.8,10.3,0.0,0.0,0.0,0.0,0.0,0.0,4.3,-3.83
52,A.J. Green,CIN,WR,13,LAC,12.0,8.0,66.7,147.0,0.0,66,12.2,18.4,0.0,0.0,0.0,0.0,0.0,0.0,14.7,-0.3999999999999986
70,A.J. Green,CIN,WR,13,TB,10.0,7.0,70.0,96.0,1.0,0,9.6,13.7,0.0,0.0,0.0,0.0,0.0,0.0,15.6,-3.9000000000000004
83,A.J. Green,CIN,WR,13,CLE,9.0,6.0,66.7,82.0,1.0,0,9.1,13.7,0.0,0.0,0.0,0.0,0.0,0.0,14.2,4.600000000000001
121,A.J. Green,CIN,WR,13,PIT,7.15,5.0,71.4,68.9,0.5,0,9.9,13.8,0.0,0.0,0.0,0.0,0.0,0.0,9.9,9.809999999999999
301,A.J. Green,CIN,WR,13,DEN,6.43,4.5,66.7,62.9,0.5,0,10.5,15.8,0.0,0.0,0.0,0.0,0.1,0.1,9.1,-8.39
1361,A.J. Green,CIN,WR,13,MIA,3.86,2.7,75.0,33.1,0.1,0,8.2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,-3.91
830,A.J. Green,ARI,WR,13,CHI,5.1,3.5,80.0,46.7,0.3,0,9.4,11.8,0.0,0.0,0.0,0.0,0.0,0.0,6.5,-5.07
80,A.J. Green,CIN,WR,14,IND,12.0,8.0,66.7,135.0,0.0,60,11.2,16.9,0.0,0.0,0.0,0.0,0.0,0.0,13.5,-0.3000000000000007
74,A.J. Green,CIN,WR,14,PIT,10.0,7.0,70.0,95.0,1.0,0,9.5,13.6,0.0,0.0,0.0,0.0,0.0,0.0,15.5,12.899999999999999
74,A.J. Green,CIN,WR,14,PIT,10.0,7.0,70.0,95.0,1.0,0,9.5,13.6,0.0,0.0,0.0,0.0,0.0,0.0,15.5,12.899999999999999
45,A.J. Green,CIN,WR,14,PIT,9.0,6.0,66.7,88.0,1.0,0,9.8,14.7,0.0,0.0,0.0,0.0,0.0,0.0,14.8,4.399999999999999
45,A.J. Green,CIN,WR,14,PIT,9.0,6.0,66.7,88.0,1.0,0,9.8,14.7,0.0,0.0,0.0,0.0,0.0,0.0,14.8,4.399999999999999
51,A.J. Green,CIN,WR,14,CHI,7.72,5.4,62.5,81.8,0.5,0,10.2,16.4,0.0,0.0,0.0,0.0,0.0,0.0,11.2,-6.779999999999999
1318,A.J. Green,CIN,WR,14,DAL,3.71,2.6,75.0,29.8,0.2,0,7.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2,8.02
905,A.J. Green,ARI,WR,14,LAR,4.7,3.2,60.0,42.9,0.3,0,8.6,14.3,0.0,0.0,0.0,0.0,0.0,0.0,6.1,4.109999999999999
1736,A.J. Green,ARI,WR,14,NE,2.1,1.3,50.0,15.7,0.1,0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,-1.47
169,A.J. Green,CIN,WR,15,PIT,12.0,8.0,66.7,115.0,0.0,52,9.6,14.4,0.0,0.0,0.0,0.0,0.0,0.0,11.5,-2.1999999999999993
169,A.J. Green,CIN,WR,15,PIT,12.0,8.0,66.7,115.0,0.0,52,9.6,14.4,0.0,0.0,0.0,0.0,0.0,0.0,11.5,-2.1999999999999993
1274,A.J. Green,CIN,WR,15,PIT,3.86,2.7,75.0,31.9,0.2,0,8.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,4.4,-0.3899999999999997
1274,A.J. Green,CIN,WR,15,PIT,3.86,2.7,75.0,31.9,0.2,0,8.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,4.4,-0.3899999999999997
91,A.J. Green,CIN,WR,15,CLE,9.0,6.0,66.7,93.0,1.0,0,10.3,15.5,0.0,0.0,0.0,0.0,0.0,0.0,15.3,-10.4
149,A.J. Green,CIN,WR,15,SF,9.0,6.0,66.7,76.0,1.0,0,8.4,12.7,0.0,0.0,0.0,0.0,0.0,0.0,13.6,-9.899999999999999
132,A.J. Green,CIN,WR,15,MIN,7.57,5.3,62.5,73.9,0.4,0,9.2,14.8,0.0,0.0,0.0,0.0,0.0,0.0,9.8,-6.789999999999999
493,A.J. Green,ARI,WR,15,DET,6.5,4.4,66.7,60.1,0.4,0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4,-2.01
1731,A.J. Green,ARI,WR,15,DEN,2.2,1.5,100.0,15.8,0.1,0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,-2.18
91,A.J. Green,CIN,WR,16,MIN,14.0,10.0,71.4,131.0,0.0,59,9.4,13.1,0.0,0.0,0.0,0.0,0.0,0.0,13.1,8.6
104,A.J. Green,CIN,WR,16,DEN,10.0,7.0,70.0,91.0,1.0,0,9.1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,-15.1
104,A.J. Green,CIN,WR,16,DEN,10.0,7.0,70.0,91.0,1.0,0,9.1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,-15.1
242,A.J. Green,CIN,WR,16,DEN,7.0,5.0,71.4,68.0,1.0,0,9.7,13.6,0.0,0.0,0.0,0.0,0.0,0.0,12.8,-1.1000000000000014
242,A.J. Green,CIN,WR,16,DEN,7.0,5.0,71.4,68.0,1.0,0,9.7,13.6,0.0,0.0,0.0,0.0,0.0,0.0,12.8,-1.1000000000000014
114,A.J. Green,CIN,WR,16,DET,6.86,4.8,71.4,69.5,0.5,0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,-1.8499999999999996
826,A.J. Green,CIN,WR,16,HOU,5.43,3.8,80.0,47.5,0.3,0,9.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,-0.14999999999999947
584,A.J. Green,ARI,WR,16,IND,5.9,4.1,66.7,53.8,0.4,0,9.0,13.5,0.02,0.1,0.0,0.0,0.0,0.0,7.8,-4.49
26,A.J. Green,CIN,WR,17,BAL,12.0,8.0,66.7,101.0,1.0,45,8.4,12.6,0.0,0.0,0.0,0.0,0.0,0.0,16.1,-4.000000000000002
26,A.J. Green,CIN,WR,17,BAL,12.0,8.0,66.7,101.0,1.0,45,8.4,12.6,0.0,0.0,0.0,0.0,0.0,0.0,16.1,-4.000000000000002
26,A.J. Green,CIN,WR,17,BAL,12.0,8.0,66.7,101.0,1.0,45,8.4,12.6,0.0,0.0,0.0,0.0,0.0,0.0,16.1,-4.000000000000002
168,A.J. Green,CIN,WR,17,BAL,9.0,6.0,66.7,74.0,1.0,0,8.2,12.3,0.0,0.0,0.0,0.0,0.0,0.0,13.4,-1.3000000000000007
168,A.J. Green,CIN,WR,17,BAL,9.0,6.0,66.7,74.0,1.0,0,8.2,12.3,0.0,0.0,0.0,0.0,0.0,0.0,13.4,-4.0
168,A.J. Green,CIN,WR,17,BAL,9.0,6.0,66.7,74.0,1.0,0,8.2,12.3,0.0,0.0,0.0,0.0,0.0,0.0,13.4,-4.0
143,A.J. Green,CIN,WR,17,BAL,7.57,5.3,62.5,72.8,0.4,0,9.1,14.6,0.0,0.0,0.0,0.0,0.0,0.0,9.7,-0.27999999999999936
143,A.J. Green,CIN,WR,17,BAL,7.57,5.3,62.5,72.8,0.4,0,9.1,14.6,0.0,0.0,0.0,0.0,0.0,0.0,9.7,-0.27999999999999936
143,A.J. Green,CIN,WR,17,BAL,7.57,5.3,62.5,72.8,0.4,0,9.1,14.6,0.0,0.0,0.0,0.0,0.0,0.0,9.7,-7.9799999999999995
1179,A.J. Green,CIN,WR,17,BAL,4.29,3.0,75.0,36.8,0.2,0,9.2,12.3,0.0,0.0,0.0,0.0,0.0,0.0,4.9,-3.1799999999999997
1179,A.J. Green,CIN,WR,17,BAL,4.29,3.0,75.0,36.8,0.2,0,9.2,12.3,0.0,0.0,0.0,0.0,0.0,0.0,4.9,-3.1799999999999997
1179,A.J. Green,CIN,WR,17,BAL,4.29,3.0,75.0,36.8,0.2,0,9.2,12.3,0.0,0.0,0.0,0.0,0.0,0.0,4.9,-3.1799999999999997
104,A.J. Green,CIN,WR,17,PIT,9.0,6.0,66.7,91.0,1.0,0,10.1,15.2,0.0,0.0,0.0,0.0,0.0,0.0,15.1,-8.899999999999999
743,A.J. Green,ARI,WR,17,DAL,5.7,3.6,66.7,50.8,0.3,0,8.5,12.8,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.5200000000000005
1534,A.J. Green,ARI,WR,17,ATL,2.9,1.7,66.7,21.3,0.1,0,7.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.7,-1.03
655,A.J. Green,ARI,WR,18,SEA,5.9,4.0,66.7,55.8,0.3,0,9.3,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,-5.08
1678,A.J. Green,ARI,WR,18,SF,2.3,1.6,100.0,17.0,0.1,0,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,2.3,12.8
1264,AJ Jenkins,KC,WR,1,TEN,4.0,2.0,50.0,28.0,0.0,0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,-2.8
1739,AJ Jenkins,KC,WR,2,DAL,1.0,1.0,100.0,11.0,0.0,38,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,-1.1
1506,AJ Jenkins,KC,WR,2,DEN,2.0,1.0,50.0,18.0,0.0,0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,-0.19999999999999996
1453,AJ Jenkins,KC,WR,3,PHI,4.0,2.0,50.0,27.0,0.0,38,6.8,13.5,0.0,1.0,0.0,0.0,0.0,0.0,2.8,-2.1999999999999997
1236,AJ Jenkins,KC,WR,3,MIA,5.0,3.0,60.0,29.0,0.0,0,5.8,9.7,0.0,0.0,0.0,0.0,0.0,0.0,2.9,-2.9
1658,AJ Jenkins,KC,WR,4,NE,2.0,1.0,50.0,13.0,0.0,0,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,-1.3
1619,AJ Jenkins,KC,WR,5,TEN,4.0,3.0,75.0,20.0,0.0,9,5.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
1384,AJ Jenkins,KC,WR,5,SF,4.0,2.0,50.0,22.0,0.0,0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,-2.1
1619,AJ Jenkins,KC,WR,6,LV,4.0,3.0,75.0,20.0,0.0,9,5.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
1619,AJ Jenkins,KC,WR,7,HOU,4.0,3.0,75.0,20.0,0.0,9,5.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0
1481,AJ Jenkins,KC,WR,7,LAC,4.0,2.0,50.0,19.0,0.0,0,4.8,9.5,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.8000000000000003
1384,AJ Jenkins,KC,WR,8,LAR,4.0,2.0,50.0,22.0,0.0,0,5.5,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,-2.2
1634,AJ Jenkins,KC,WR,9,NYJ,2.0,1.0,50.0,14.0,0.0,0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,-0.3999999999999999
1557,AJ Jenkins,KC,WR,10,BUF,4.0,2.0,50.0,16.0,0.0,0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.1
1619,AJ Jenkins,KC,WR,13,DEN,1.0,1.0,100.0,20.0,0.0,9,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.5
1551,AJ Jenkins,KC,WR,15,LV,2.0,2.0,100.0,24.0,0.0,10,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,-1.9
1472,AJ Jenkins,KC,WR,16,IND,2.0,2.0,100.0,25.0,0.0,11,12.5,12.5,0.0,2.0,0.0,0.0,0.0,0.0,2.7,-2.7
753,AJ Jenkins,KC,WR,17,LAC,5.0,5.0,100.0,60.0,0.0,27,12.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,6.4,0.39999999999999947
1832,Aaron Burbridge,SF,WR,1,LAR,1.17,0.7,100.0,7.4,0.0,0,7.0,7.0,0.1,0.3,0.0,0.0,0.0,0.0,0.8,-0.77
2428,Aaron Burbridge,SF,WR,2,CAR,0.84,0.5,0.0,1.9,0.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.19
2029,Aaron Burbridge,SF,WR,3,SEA,0.0,0.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5
2316,Aaron Burbridge,SF,WR,4,DAL,0.0,0.0,0.0,3.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.16999999999999998
2153,Aaron Burbridge,SF,WR,5,ARI,0.16,0.1,0.0,4.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.43
2115,Aaron Burbridge,SF,WR,6,BUF,0.0,0.0,0.0,4.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,-0.45
2436,Aaron Burbridge,SF,WR,9,NO,0.0,0.0,0.0,1.8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.18
2447,Aaron Burbridge,SF,WR,10,ARI,0.0,0.0,0.0,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.15
2333,Aaron Burbridge,SF,WR,11,NE,0.33,0.2,0.0,3.1,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.3,-0.32
2395,Aaron Burbridge,SF,WR,12,MIA,0.16,0.1,0.0,2.4,0.0,0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,-0.25
2386,Aaron Burbridge,SF,WR,13,CHI,0.33,0.2,0.0,2.4,0.0,0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.3,-0.26
2428,Aaron Burbridge,SF,WR,14,NYJ,0.33,0.2,0.0,1.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.19
2362,Aaron Burbridge,SF,WR,15,ATL,0.33,0.2,0.0,2.6,0.0,0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.3,2.62
1698,Aaron Burbridge,SF,WR,16,LAR,1.0,0.6,100.0,8.2,0.1,0,8.0,8.0,0.1,0.2,0.0,0.0,0.0,0.0,1.4,0.06000000000000005
1840,Aaron Burbridge,SF,WR,17,SEA,0.84,0.5,0.0,7.3,0.0,0,7.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.8,1.65
1397,Aaron Dobson,NE,WR,1,PIT,3.0,2.0,66.7,23.0,0.0,0,7.7,11.5,0.0,0.0,0.0,0.0,0.0,0.0,2.3,-1.4
1196,Aaron Dobson,NE,WR,2,NYJ,6.0,3.0,50.0,41.0,0.0,64,6.8,13.7,0.0,0.0,0.0,0.0,0.0,0.0,4.1,7.5
1557,Aaron Dobson,NE,WR,2,MIN,2.0,1.0,50.0,16.0,0.0,0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,-0.30000000000000004
1449,Aaron Dobson,NE,WR,2,BUF,3.0,2.0,66.7,21.0,0.0,0,7.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.1,6.6
1092,Aaron Dobson,NE,WR,3,TB,9.0,2.0,22.2,46.0,0.0,20,5.1,23.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.6000000000000005
1143,Aaron Dobson,NE,WR,3,JAX,3.0,2.0,66.7,30.0,0.0,0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-2.5
597,Aaron Dobson,NE,WR,4,ATL,12.0,7.0,58.3,73.0,0.0,33,6.1,10.4,0.0,0.0,0.0,0.0,0.0,0.0,7.3,-6.3
1524,Aaron Dobson,NE,WR,5,CIN,6.0,2.0,33.3,25.0,0.0,11,4.2,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.4000000000000004
1524,Aaron Dobson,NE,WR,5,CIN,6.0,2.0,33.3,25.0,0.0,11,4.2,12.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.4000000000000004
1634,Aaron Dobson,NE,WR,5,CIN,2.0,1.0,50.0,14.0,0.0,0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.20000000000000018
1634,Aaron Dobson,NE,WR,5,CIN,2.0,1.0,50.0,14.0,0.0,0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.20000000000000018
1244,Aaron Dobson,NE,WR,6,NO,6.0,3.0,50.0,39.0,0.0,17,6.5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,2.4
1384,Aaron Dobson,NE,WR,6,BUF,3.0,2.0,66.7,22.0,0.0,0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,-1.3000000000000003
573,Aaron Dobson,NE,WR,7,NYJ,9.0,6.0,66.7,75.0,0.0,33,8.3,12.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,-4.1
573,Aaron Dobson,NE,WR,7,NYJ,9.0,6.0,66.7,75.0,0.0,33,8.3,12.5,0.0,0.0,0.0,0.0,0.0,0.0,7.5,-4.1
1953,Aaron Dobson,NE,WR,7,NYJ,2.0,1.0,50.0,7.0,0.0,0,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.1
1953,Aaron Dobson,NE,WR,7,NYJ,2.0,1.0,50.0,7.0,0.0,0,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,1.1
885,Aaron Dobson,NE,WR,8,MIA,8.0,5.0,62.5,57.0,0.0,25,7.1,11.4,0.0,0.0,0.0,0.0,0.0,0.0,5.7,6.3
885,Aaron Dobson,NE,WR,8,MIA,8.0,5.0,62.5,57.0,0.0,25,7.1,11.4,0.0,0.0,0.0,0.0,0.0,0.0,5.7,6.3
1953,Aaron Dobson,NE,WR,8,MIA,2.0,1.0,50.0,7.0,0.0,0,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-0.7
1953,Aaron Dobson,NE,WR,8,MIA,2.0,1.0,50.0,7.0,0.0,0,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-0.7
804,Aaron Dobson,NE,WR,9,PIT,7.0,5.0,71.4,61.0,0.0,27,8.7,12.2,0.0,0.0,0.0,0.0,0.0,0.0,6.1,18.9
1986,Aaron Dobson,NE,WR,9,WAS,2.0,1.0,50.0,6.0,0.0,0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.6
2065,Aaron Dobson,NE,WR,10,NYG,0.0,0.0,0.0,4.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.09999999999999998
772,Aaron Dobson,NE,WR,11,CAR,7.0,4.0,57.1,63.0,0.0,28,9.0,15.8,0.0,0.0,0.0,0.0,0.0,0.0,6.3,-2.5
1590,Aaron Dobson,NE,WR,11,BUF,3.0,2.0,66.7,17.0,0.0,0,5.7,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0
804,Aaron Dobson,NE,WR,12,DEN,7.0,4.0,57.1,61.0,0.0,27,8.7,15.2,0.0,0.0,0.0,0.0,0.0,0.0,6.1,-6.1
2138,Aaron Dobson,NE,WR,13,GB,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1
965,Aaron Dobson,NE,WR,16,BAL,7.0,4.0,57.1,52.0,0.0,23,7.4,13.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,-3.1
983,Aaron Dobson,NE,WR,17,BUF,6.0,3.0,50.0,51.0,0.0,23,8.5,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1,-4.5
919,Ace Sanders,JAX,WR,1,KC,10.0,6.0,60.0,55.0,0.0,40,5.5,9.2,0.0,0.0,0.0,0.0,0.0,0.0,5.6,-4.18
719,Ace Sanders,JAX,WR,2,LV,20.0,14.0,70.0,66.0,0.0,29,3.3,4.7,0.0,0.0,0.0,0.0,0.0,0.0,6.6,-0.1999999999999993
586,Ace Sanders,JAX,WR,3,SEA,12.0,8.0,66.7,74.0,0.0,33,6.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,7.4,-4.9
700,Ace Sanders,JAX,WR,4,IND,10.0,7.0,70.0,67.0,0.0,30,6.7,9.6,0.0,0.0,0.0,0.0,0.0,0.0,6.7,-0.7999999999999998
1050,Ace Sanders,JAX,WR,5,LAR,7.0,4.0,57.1,48.0,0.0,21,6.9,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,-4.8
1384,Ace Sanders,JAX,WR,5,PIT,3.0,2.0,66.7,22.0,0.0,0,7.3,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,-1.0000000000000002
1263,Ace Sanders,JAX,WR,6,DEN,6.0,3.0,50.0,38.0,0.0,17,6.3,12.7,0.0,0.0,0.0,0.0,0.0,0.0,3.8,-2.9
1594,Ace Sanders,JAX,WR,6,TEN,3.0,2.0,66.7,15.0,0.0,0,5.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,1.5,-1.5
1895,Ace Sanders,JAX,WR,7,CLE,1.0,1.0,100.0,7.0,0.0,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-0.7
1821,Ace Sanders,JAX,WR,8,MIA,1.0,1.0,100.0,9.0,0.0,0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,-0.9
1895,Ace Sanders,JAX,WR,9,CIN,1.0,1.0,100.0,7.0,0.0,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-0.7
1604,Ace Sanders,JAX,WR,10,TEN,3.0,2.0,66.7,21.0,0.0,9,7.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,2.1,-2.1
1925,Ace Sanders,JAX,WR,10,DAL,1.0,1.0,100.0,6.0,0.0,0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-1.6
1196,Ace Sanders,JAX,WR,11,ARI,4.0,3.0,75.0,41.0,0.0,18,10.2,13.7,0.0,0.0,0.0,0.0,0.0,0.0,4.1,2.0
772,Ace Sanders,JAX,WR,12,HOU,7.0,6.0,85.7,63.0,0.0,28,9.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,6.3,-0.20000000000000018
1740,Ace Sanders,JAX,WR,12,IND,1.0,1.0,100.0,11.0,0.0,0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,-1.1
983,Ace Sanders,JAX,WR,13,CLE,6.0,5.0,83.3,51.0,0.0,22,8.5,10.2,0.0,0.0,0.0,0.0,0.0,0.0,5.1,2.0
2087,Ace Sanders,JAX,WR,13,NYG,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2
700,Ace Sanders,JAX,WR,14,HOU,8.0,7.0,87.5,66.0,0.0,30,8.2,9.4,0.0,1.0,0.0,0.0,0.0,0.0,6.7,0.7400000000000002
700,Ace Sanders,JAX,WR,14,HOU,8.0,7.0,87.5,66.0,0.0,30,8.2,9.4,0.0,1.0,0.0,0.0,0.0,0.0,6.7,0.7400000000000002
2087,Ace Sanders,JAX,WR,14,HOU,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7
2087,Ace Sanders,JAX,WR,14,HOU,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7
504,Ace Sanders,JAX,WR,15,BUF,9.0,8.0,88.9,77.0,0.0,34,8.6,9.6,0.0,1.0,0.0,0.0,0.0,0.0,8.1,-0.3799999999999999
1895,Ace Sanders,JAX,WR,15,BAL,1.0,1.0,100.0,7.0,0.0,0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,-0.7
982,Ace Sanders,JAX,WR,16,TEN,7.0,5.0,71.4,50.0,0.0,22,7.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,-3.16
982,Ace Sanders,JAX,WR,16,TEN,7.0,5.0,71.4,50.0,0.0,22,7.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,-3.16
2087,Ace Sanders,JAX,WR,16,TEN,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2
2087,Ace Sanders,JAX,WR,16,TEN,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,-0.2
1243,Ace Sanders,JAX,WR,17,IND,5.0,4.0,80.0,38.0,0.0,17,7.6,9.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.04
